ID,Label,AGE,GENDER,MARITAL_STATUS,MONTHLY_INCOME_WHITHOUT_TAX,LOANTYPE,GAGE_TOTLE_PRICE,APPLY_AMOUNT,APPLY_TERM_TIME,APPLY_INTEREST_RATE,PAYMENT_TYPE
475,0,1,1,0,0,0,1,0,3,2,0
476,1,1,0,0,0,1,1,0,3,1,0
477,0,1,1,3,0,0,4,0,3,0,0
478,1,1,1,3,0,1,4,2,3,3,0
479,0,1,1,0,0,1,4,2,3,0,0
480,1,1,0,0,0,1,1,0,3,3,0
481,0,1,0,3,0,0,1,0,3,4,1
482,1,1,1,0,0,1,1,0,3,4,1
483,0,1,0,0,0,1,4,2,3,0,0
484,1,1,0,3,0,1,1,0,3,4,1
485,0,1,1,0,0,1,4,2,3,4,1
486,1,1,0,0,0,1,1,0,3,3,0
487,1,1,1,0,0,1,1,0,3,4,0
488,1,1,0,0,0,1,0,1,3,0,0
489,1,1,0,0,0,1,1,0,3,4,0
490,0,1,1,0,0,0,1,0,3,0,0
491,0,1,0,0,0,1,4,0,3,4,0
492,1,1,0,3,0,1,4,2,3,1,0
493,1,1,1,0,0,1,4,2,3,1,0
494,0,1,1,0,0,1,4,0,3,0,1
495,0,1,1,2,0,1,4,0,3,0,0
496,1,1,1,0,0,1,1,0,3,1,1
497,1,1,1,0,0,1,1,0,3,0,1
498,0,1,1,2,0,1,4,2,3,0,0
499,1,1,0,3,0,0,0,0,3,3,0
500,1,4,1,3,0,1,1,2,3,1,0
501,1,4,1,0,0,1,1,0,3,3,1
502,0,4,1,0,0,0,1,0,3,2,0
503,1,4,0,2,0,1,1,0,3,3,1
504,0,4,0,3,0,0,4,0,3,0,0
505,1,4,0,3,0,0,1,0,3,1,0
506,0,4,0,0,0,0,4,0,3,0,0
507,1,4,0,0,0,1,1,0,3,4,0
508,0,4,0,0,0,1,4,2,3,0,1
509,0,4,1,3,0,1,4,2,3,4,0
510,0,4,1,0,0,1,4,2,3,0,0
511,0,4,0,0,0,1,4,2,3,0,0
512,0,4,1,0,0,1,1,0,3,4,0
513,1,4,0,0,0,1,1,0,3,4,0
514,0,4,1,0,0,1,4,0,3,0,0
515,1,4,0,0,0,0,1,0,3,3,1
516,0,4,1,0,0,0,1,0,3,0,1
517,0,4,0,0,0,0,1,0,3,2,0
518,1,4,1,0,0,0,1,0,3,2,0
519,0,4,0,3,0,1,1,0,3,4,0
520,1,4,1,3,0,1,4,2,3,2,1
521,0,4,0,3,0,1,4,2,3,4,0
522,0,4,0,0,0,1,4,2,3,0,1
523,1,4,1,3,0,1,1,0,3,1,0
524,0,4,1,0,0,1,1,0,3,4,0
525,0,4,1,0,0,1,4,2,3,0,0
526,1,4,0,0,0,1,1,0,3,1,0
527,1,4,0,2,0,0,1,2,3,1,0
528,0,4,1,0,0,1,4,0,3,0,0
529,0,4,0,3,0,1,4,2,3,0,0
530,0,4,1,0,0,0,1,0,3,0,0
531,0,4,0,0,0,1,4,2,3,4,0
532,1,4,0,0,0,1,4,2,3,0,0
533,1,4,1,0,0,1,1,2,3,1,0
534,0,4,0,0,0,1,4,2,3,4,0
535,1,4,0,0,0,1,1,2,3,4,1
536,0,4,0,2,0,1,4,0,3,4,0
537,0,4,0,3,0,0,1,0,3,0,0
538,1,4,1,3,0,1,4,2,3,2,0
539,0,4,1,3,0,0,4,0,3,4,1
540,1,4,0,3,0,1,1,0,3,1,0
541,1,4,0,3,0,1,1,0,3,1,0
542,0,4,0,0,0,0,4,2,3,4,1
543,0,4,1,0,0,1,0,2,3,4,1
544,0,4,1,0,0,0,1,0,3,2,0
545,0,4,1,0,0,0,1,0,3,0,0
546,0,4,1,0,0,0,1,0,3,0,0
547,1,4,0,0,0,1,1,0,3,3,1
548,1,4,1,3,0,1,0,1,3,1,1
549,1,4,0,0,0,0,1,0,3,1,1
550,1,4,1,3,0,1,1,2,3,1,0
551,0,4,1,0,0,1,4,2,3,0,0
552,1,4,1,0,0,1,0,1,3,4,0
553,1,4,0,3,0,1,4,2,3,2,1
554,1,4,1,0,0,1,1,0,3,3,0
555,1,4,0,0,0,1,1,0,3,3,0
556,0,4,0,0,0,1,4,0,3,0,0
557,1,4,1,0,0,0,1,0,3,3,0
558,0,4,1,0,0,1,1,0,3,4,0
559,1,4,1,0,0,0,4,2,3,3,0
560,0,4,0,0,0,1,0,2,3,0,0
561,0,4,1,3,0,1,4,2,3,0,0
562,0,4,1,0,0,1,0,2,3,0,0
563,1,4,1,0,0,1,1,0,3,4,1
564,0,4,1,0,0,0,1,0,3,4,0
565,1,4,1,3,0,1,0,1,3,1,0
566,0,4,1,0,0,1,1,0,3,0,0
567,0,4,0,2,0,0,1,0,3,0,0
568,0,4,0,0,0,0,1,0,3,0,0
569,0,4,1,0,0,1,1,0,3,4,0
570,1,4,0,2,0,1,1,0,3,0,0
571,0,4,1,2,0,1,4,2,3,0,1
572,0,4,1,2,0,0,1,0,3,2,0
573,0,4,0,3,0,1,4,2,3,0,0
574,0,4,0,0,0,1,0,2,3,4,0
575,0,4,1,0,0,1,4,0,3,0,0
576,0,4,1,0,0,1,4,0,3,4,0
577,1,4,0,0,0,0,1,0,3,1,0
578,0,4,0,0,0,1,2,2,3,0,0
579,0,4,1,0,0,0,1,0,3,4,0
580,1,2,1,0,0,1,1,0,3,3,0
581,0,2,1,2,0,1,1,0,3,0,0
582,0,2,1,0,0,0,1,0,3,2,0
583,0,2,0,0,0,1,4,0,3,0,0
584,0,2,1,0,0,1,4,2,3,0,0
585,0,2,1,0,0,1,4,0,3,0,0
586,0,2,0,0,0,0,1,0,3,2,0
587,1,2,1,0,0,0,1,0,3,3,0
588,1,2,0,0,0,1,4,2,3,2,0
589,1,2,0,0,0,1,1,0,3,3,0
590,1,2,0,2,0,0,1,0,3,3,0
591,0,2,1,0,0,1,0,2,3,0,0
592,1,2,1,0,0,0,4,0,3,1,0
593,0,2,1,0,0,1,2,1,3,0,0
594,1,2,0,0,0,0,1,0,3,3,0
595,0,2,1,0,0,0,1,0,3,0,0
596,0,2,1,0,0,0,1,0,3,0,0
597,0,2,1,0,0,1,1,0,3,3,0
598,0,2,1,2,0,0,1,0,3,2,0
599,1,2,1,0,0,1,1,0,3,4,0
600,0,2,0,0,0,1,0,2,3,4,0
601,0,2,1,0,0,1,4,0,3,0,0
602,1,2,0,0,0,1,1,0,3,0,0
603,1,2,1,3,0,1,1,0,3,1,0
604,1,2,1,0,0,1,1,2,3,1,0
605,1,2,0,2,0,1,1,0,3,1,0
606,0,2,1,0,0,1,4,0,3,0,1
607,1,2,0,0,0,0,4,2,3,1,0
608,1,2,1,0,0,0,1,0,3,3,0
609,1,2,1,0,0,1,0,1,3,3,1
610,0,2,1,0,0,0,1,0,3,0,0
611,1,2,0,0,0,0,1,0,3,3,0
612,0,2,1,2,0,0,1,0,3,0,0
613,0,2,0,3,0,1,1,0,3,4,0
614,1,2,1,0,0,1,1,0,3,3,1
615,1,2,1,0,0,0,1,2,3,1,1
616,1,2,0,0,0,1,4,2,3,3,0
617,1,2,0,2,0,1,1,0,3,4,0
618,0,2,1,0,0,1,0,2,3,0,0
619,0,2,1,3,0,1,4,0,3,0,0
620,0,2,1,2,0,1,4,0,3,0,0
621,0,2,0,3,0,1,1,0,3,0,0
622,0,2,0,0,0,1,4,2,3,4,0
623,0,2,0,3,0,1,4,2,3,2,0
624,0,2,1,2,0,1,0,2,3,4,0
625,1,2,0,0,0,1,1,2,3,3,0
626,0,2,0,0,0,1,3,3,3,0,0
627,1,2,1,0,0,1,1,0,3,4,0
628,0,2,0,3,0,1,4,0,3,0,1
629,0,2,1,0,0,1,0,1,3,4,0
630,0,0,0,0,0,0,2,1,3,0,1
631,1,0,1,0,0,0,4,2,3,1,0
632,0,0,0,0,0,1,4,0,3,4,1
633,0,0,1,0,0,1,4,2,3,0,0
634,0,0,1,3,0,1,4,0,3,0,0
635,1,0,1,0,0,1,4,2,3,3,0
636,1,0,1,2,0,1,1,0,3,0,0
637,0,0,0,0,0,0,4,0,3,4,0
638,1,0,1,0,0,1,1,0,3,1,0
639,0,0,0,0,0,1,4,2,3,0,0
640,1,0,1,1,0,0,4,2,3,3,0
641,0,0,1,0,0,0,0,2,3,4,0
642,1,0,1,0,0,1,1,0,3,3,0
643,1,0,1,0,0,1,1,0,3,3,0
644,1,0,1,0,0,1,1,0,3,3,0
645,1,0,1,0,0,1,1,0,3,3,0
646,1,0,1,0,0,1,1,0,3,3,0
647,1,0,1,0,0,1,1,0,3,3,0
648,0,0,1,2,0,1,4,2,3,0,0
649,0,0,0,0,0,1,4,0,3,4,1
650,0,3,1,3,0,1,4,2,2,0,0
651,0,3,0,0,0,0,0,2,2,4,0
652,1,3,0,3,0,1,1,0,2,3,1
653,0,3,1,3,0,1,4,2,2,4,0
654,0,3,0,3,0,0,0,2,2,0,0
655,1,3,0,2,0,1,1,0,2,1,0
656,0,3,0,3,0,0,4,2,2,4,0
657,0,3,1,3,0,1,1,0,2,4,0
658,1,3,0,2,0,0,4,2,2,3,0
659,0,3,1,3,0,1,1,0,2,0,1
660,0,3,0,3,0,0,0,2,2,4,0
661,1,3,0,2,0,0,4,2,2,4,0
662,0,3,0,3,0,1,1,0,2,4,1
663,0,3,1,3,0,1,0,2,2,0,0
664,0,3,0,3,0,0,4,0,2,0,0
665,0,3,1,3,0,1,4,0,2,0,0
666,1,3,0,3,0,1,1,2,2,1,0
667,1,3,0,3,0,1,4,2,2,4,0
668,0,3,0,3,0,0,0,2,2,4,0
669,0,3,1,3,0,1,4,0,2,0,0
670,1,3,0,3,0,1,1,2,2,1,0
671,1,3,0,3,0,1,1,0,2,4,0
672,0,3,1,3,0,1,4,0,2,0,1
673,1,3,0,0,0,1,1,0,2,1,0
674,1,3,1,3,0,1,1,0,2,2,0
675,1,3,0,3,0,0,1,0,2,0,0
676,0,3,1,3,0,1,0,2,2,0,1
677,0,3,0,3,0,1,1,0,2,0,0
678,1,3,0,3,0,1,1,0,2,3,0
679,0,3,1,3,0,1,4,2,2,0,0
680,1,3,1,3,0,1,2,1,2,1,0
681,0,3,0,3,0,1,1,0,2,0,0
682,0,3,0,0,0,1,1,0,2,4,1
683,0,3,1,3,0,1,4,2,2,4,0
684,0,3,0,0,0,1,1,0,2,4,0
685,1,3,0,3,0,1,1,0,2,1,0
686,1,3,0,3,0,1,1,0,2,1,0
687,0,3,1,3,0,1,0,0,2,0,0
688,0,3,1,3,0,1,1,0,2,4,0
689,0,3,0,3,0,1,4,2,2,4,0
690,0,3,0,0,0,1,4,2,2,0,0
691,1,3,0,3,0,1,1,0,2,1,1
692,1,3,1,2,0,1,4,2,2,4,1
693,0,3,1,3,0,0,2,1,2,4,0
694,0,3,0,3,0,0,4,0,2,4,0
695,0,3,0,0,0,1,4,2,2,4,1
696,0,3,0,3,0,1,4,0,2,0,1
697,1,3,0,0,0,1,1,0,2,3,0
698,0,3,1,0,0,1,1,0,2,0,0
699,0,3,1,3,0,1,4,0,2,4,0
700,0,3,0,3,0,1,1,0,2,0,0
701,0,3,1,3,0,1,1,0,2,0,0
702,1,3,1,3,0,1,1,2,2,1,0
703,1,3,0,3,0,1,1,0,2,1,0
704,0,3,0,0,0,1,4,0,2,4,0
705,1,3,0,0,0,1,1,0,2,0,0
706,0,3,0,0,0,1,4,0,2,0,0
707,1,3,0,3,0,1,4,2,2,1,1
708,0,3,1,3,0,1,1,0,2,0,0
709,0,3,0,3,0,0,4,2,2,4,0
710,0,3,1,3,0,1,4,0,2,0,0
711,1,3,0,3,0,1,1,0,2,2,1
712,0,3,1,3,0,1,4,0,2,0,0
713,0,3,1,3,0,1,4,0,2,0,0
714,0,3,1,3,0,1,4,0,2,0,0
715,0,3,0,2,0,1,4,0,2,0,0
716,0,3,0,0,0,1,0,2,2,4,0
717,0,3,0,3,0,1,0,0,2,4,0
718,0,3,0,3,0,1,1,0,2,0,0
719,0,3,0,0,0,1,4,2,2,0,0
720,0,3,0,3,0,1,4,0,2,0,0
721,1,3,1,3,0,0,4,2,2,0,0
722,1,3,1,0,0,1,1,0,2,3,0
723,0,3,1,3,0,1,1,0,2,0,0
724,1,3,0,3,0,1,1,0,2,1,0
725,1,3,1,3,0,1,1,0,2,0,0
726,1,3,1,3,0,1,1,0,2,4,1
727,1,3,1,3,0,1,1,0,2,3,0
728,1,3,0,0,0,1,0,1,2,1,1
729,1,3,0,3,0,1,1,2,2,1,0
730,0,3,0,3,0,1,4,0,2,0,0
731,0,3,0,0,0,1,4,2,2,0,0
732,0,3,1,3,0,1,4,0,2,4,0
733,1,3,1,3,0,0,4,2,2,3,0
734,0,3,0,3,2,1,4,2,2,0,0
735,1,3,0,0,0,1,1,0,2,3,0
736,0,3,1,3,0,0,4,2,2,0,0
737,1,3,0,3,0,1,1,0,2,2,0
738,1,3,0,2,0,1,1,2,2,1,0
739,1,3,1,3,0,1,4,2,2,0,1
740,0,3,1,3,0,1,4,2,2,0,0
741,0,3,1,3,0,1,4,0,2,0,0
742,0,3,1,3,0,1,4,2,2,0,0
743,0,3,1,3,0,1,4,0,2,4,0
744,1,3,1,3,0,1,1,0,2,4,0
745,1,3,1,3,0,1,1,0,2,1,0
746,0,3,1,3,0,1,4,2,2,0,0
747,0,3,0,3,0,1,1,0,2,4,0
748,0,3,1,3,0,0,4,0,2,4,0
749,1,3,1,3,0,0,1,0,2,1,0
750,1,3,0,3,0,1,1,0,2,0,0
751,0,3,0,3,0,1,4,0,2,0,0
752,1,3,1,0,0,1,1,0,2,0,1
753,0,3,1,0,0,1,4,0,2,0,0
754,0,3,0,0,0,1,4,0,2,0,0
755,0,3,1,3,0,1,4,2,2,4,0
756,0,3,0,3,0,1,4,0,2,4,0
757,1,3,0,3,0,1,1,0,2,0,0
758,0,3,1,3,0,1,4,0,2,0,0
759,0,3,0,0,0,1,4,0,2,4,1
760,1,3,1,3,0,1,4,2,2,1,0
761,1,3,1,2,0,1,4,2,2,1,0
762,0,3,1,2,0,1,4,2,2,0,0
763,0,3,1,3,0,1,4,0,2,0,0
764,0,3,1,0,0,1,1,0,2,4,0
765,0,3,1,0,0,1,4,0,2,0,1
766,0,3,1,0,0,1,4,2,2,0,0
767,0,3,0,0,0,1,0,2,2,0,0
768,0,3,0,0,0,0,0,2,2,0,1
769,1,3,1,3,0,0,1,0,2,3,0
770,0,3,0,0,0,1,1,0,2,0,0
771,0,3,1,3,0,1,4,0,2,0,0
772,0,3,0,2,0,1,1,0,2,0,0
773,0,3,1,3,0,1,1,2,2,0,0
774,1,3,1,2,0,1,1,0,2,3,1
775,1,3,0,3,0,1,4,2,2,3,1
776,1,3,1,3,0,1,1,2,2,1,0
777,0,3,1,3,0,1,4,0,2,0,0
778,0,3,1,3,0,1,1,0,2,0,0
779,0,3,0,2,0,1,1,0,2,0,1
780,0,3,1,3,0,1,4,2,2,0,0
781,0,3,0,0,0,0,0,2,2,0,0
782,1,3,0,2,0,1,1,0,2,3,0
783,0,3,0,2,0,1,1,0,2,4,0
784,0,3,1,0,0,1,4,0,2,0,0
785,1,3,0,0,0,1,1,0,2,3,0
786,0,3,1,3,0,1,4,0,2,0,0
787,0,3,0,2,0,1,1,0,2,4,0
788,1,1,0,0,0,1,1,0,2,3,0
789,0,1,1,2,0,1,1,0,2,0,1
790,1,1,1,3,0,0,1,0,2,1,0
791,0,1,1,3,0,1,4,0,2,4,0
792,1,1,1,3,0,1,1,2,2,1,0
793,0,1,0,3,0,1,4,0,2,0,0
794,1,1,1,0,0,1,1,0,2,0,0
795,0,1,1,3,0,1,4,0,2,4,0
796,0,1,0,0,0,1,4,0,2,0,0
797,1,1,1,3,0,1,4,2,2,3,1
798,1,1,0,3,0,0,1,0,2,0,1
799,1,1,1,2,0,1,1,2,2,4,0
800,0,1,0,3,0,1,4,2,2,0,0
801,0,1,0,3,0,1,4,0,2,0,0
802,1,1,1,3,0,1,1,0,2,1,0
803,0,1,1,2,0,1,4,0,2,4,0
804,1,1,1,3,0,0,1,0,2,0,0
805,0,1,0,3,0,1,4,0,2,4,0
806,0,1,0,0,0,0,4,0,2,0,0
807,1,1,0,2,0,1,1,2,2,3,0
808,0,1,1,3,0,1,1,0,2,0,0
809,0,1,0,2,0,1,4,0,2,0,0
810,1,1,1,0,0,1,1,0,2,1,0
811,0,1,1,3,0,1,4,0,2,0,1
812,1,1,1,3,0,1,1,2,2,4,0
813,1,1,0,3,0,1,1,0,2,3,0
814,1,1,0,3,0,0,1,0,2,3,0
815,1,1,1,2,0,1,1,0,2,4,0
816,1,1,0,0,0,1,1,0,2,3,0
817,0,1,0,0,0,0,4,0,2,4,0
818,0,1,1,2,0,1,1,0,2,0,0
819,1,1,0,3,0,1,1,0,2,1,0
820,0,1,1,3,0,1,4,0,2,0,1
821,0,1,0,2,0,1,1,0,2,0,1
822,1,1,0,2,0,1,1,2,2,2,0
823,1,1,0,0,0,1,4,2,2,1,1
824,1,1,0,3,0,0,4,2,2,1,0
825,0,1,1,3,0,1,1,0,2,4,0
826,0,1,1,3,0,1,0,0,2,4,0
827,0,1,1,0,0,1,4,2,2,0,0
828,0,1,1,0,0,0,4,0,2,0,1
829,0,1,1,3,0,1,0,2,2,0,0
830,0,1,1,0,0,1,4,2,2,0,0
831,0,1,1,3,0,1,4,2,2,0,1
832,0,1,1,3,0,1,0,2,2,0,0
833,1,1,0,3,0,1,4,2,2,2,0
834,1,1,0,3,0,0,1,0,2,3,0
835,1,1,0,0,0,0,1,0,2,1,0
836,0,1,0,3,0,1,1,0,2,4,0
837,0,1,1,3,0,0,4,0,2,0,0
838,1,1,0,0,0,1,1,2,2,1,1
839,0,1,1,0,0,1,1,0,2,0,0
840,1,1,0,0,0,1,1,0,2,4,1
841,1,1,1,3,0,1,1,0,2,3,0
842,1,1,1,3,0,1,1,0,2,3,0
843,1,1,1,3,0,1,1,0,2,3,0
844,0,1,1,3,0,1,4,2,2,0,0
845,0,1,1,3,0,1,4,2,2,0,0
846,1,1,0,3,0,0,0,1,2,3,0
847,0,1,0,0,0,1,4,0,2,0,0
848,0,1,1,0,0,1,0,2,2,4,0
849,0,1,1,0,0,1,4,0,2,4,0
850,1,1,1,3,0,0,1,0,2,3,0
851,1,1,1,3,0,0,1,0,2,4,1
852,0,1,1,0,0,1,1,0,2,0,0
853,0,1,0,0,0,1,4,2,2,0,1
854,1,1,1,3,0,1,1,0,2,4,0
855,1,1,1,3,0,1,4,2,2,2,0
856,1,1,1,3,0,1,4,2,2,0,0
857,0,1,1,3,0,1,4,2,2,0,0
858,1,1,1,0,0,1,1,0,2,3,0
859,0,1,1,0,0,1,4,2,2,4,0
860,0,1,0,0,0,1,1,0,2,0,0
861,1,1,0,0,0,0,1,2,2,2,1
862,1,1,0,3,0,1,1,0,2,4,0
863,0,1,0,0,0,1,1,0,2,4,0
864,0,1,1,0,0,1,4,2,2,0,1
865,0,1,1,0,0,1,1,0,2,0,0
866,1,1,0,0,0,0,2,1,2,1,0
867,0,1,1,3,0,1,4,0,2,0,0
868,0,1,1,0,0,1,4,2,2,0,0
869,0,1,0,0,0,0,1,0,2,0,0
870,0,1,0,0,0,1,4,2,2,4,0
871,0,1,0,0,0,1,4,0,2,0,0
872,1,1,1,0,0,1,1,0,2,1,0
873,1,1,1,0,0,1,1,0,2,0,1
874,1,1,0,2,0,1,1,2,2,0,1
875,1,1,0,2,0,1,1,0,2,4,1
876,1,1,1,0,0,1,1,0,2,1,0
877,0,1,0,2,0,1,1,0,2,4,0
878,0,1,1,3,0,1,4,2,2,0,1
879,0,1,0,3,0,1,4,2,2,0,0
880,1,1,1,3,0,1,1,0,2,3,0
881,0,1,1,3,0,1,0,2,2,0,0
882,0,1,0,3,0,1,4,2,2,0,0
883,0,1,1,0,0,1,4,2,2,0,0
884,0,1,0,3,0,1,1,0,2,0,1
885,0,1,1,3,0,1,4,0,2,0,0
886,1,1,1,3,0,1,1,2,2,1,0
887,0,1,1,3,0,1,4,0,2,0,0
888,0,1,1,2,0,1,4,0,2,0,1
889,0,1,0,3,0,1,1,0,2,0,0
890,1,1,1,3,0,1,1,0,2,3,0
891,1,1,0,3,0,1,1,0,2,3,0
892,1,1,0,3,0,1,1,0,2,1,0
893,0,1,1,0,0,1,1,0,2,4,0
894,0,1,1,0,0,1,4,2,2,0,0
895,0,1,1,1,0,1,4,2,2,0,0
896,1,1,0,2,0,1,1,0,2,1,0
897,0,1,0,3,0,1,4,0,2,4,0
898,1,1,1,0,0,1,1,2,2,3,0
899,1,1,0,3,0,1,1,0,2,0,0
900,1,1,0,3,0,1,1,0,2,1,0
901,0,1,1,0,0,1,1,0,2,0,0
902,1,1,1,3,0,0,3,3,2,3,0
903,0,1,0,0,0,1,4,2,2,4,1
904,1,1,0,2,0,1,1,0,2,0,1
905,0,1,1,3,0,1,4,0,2,0,0
906,0,1,1,3,0,1,4,0,2,0,1
907,1,1,1,2,0,1,4,2,2,1,0
908,0,1,0,3,0,1,1,0,2,0,0
909,0,1,0,0,0,1,4,0,2,0,0
910,1,1,0,3,0,1,1,0,2,0,0
911,1,1,0,2,0,1,1,0,2,3,0
912,1,1,0,0,0,0,1,0,2,4,0
913,1,1,1,3,0,1,1,0,2,1,0
914,0,1,1,0,0,1,0,2,2,0,0
915,1,1,1,0,0,1,4,2,2,1,0
916,0,1,1,0,0,1,0,2,2,0,0
917,1,1,0,2,0,1,1,2,2,4,1
918,1,1,1,3,0,1,1,0,2,3,0
919,0,1,1,2,0,1,4,0,2,4,0
920,0,1,0,2,0,1,1,0,2,0,1
921,1,1,1,0,0,1,1,2,2,4,0
922,0,1,1,0,0,1,4,2,2,4,0
923,0,1,0,0,0,1,4,2,2,4,0
924,1,1,0,3,0,1,1,0,2,1,1
925,1,1,1,0,0,0,4,0,2,3,0
926,1,1,1,0,0,0,0,2,2,3,0
927,1,1,0,0,0,1,1,0,2,1,0
928,1,1,1,0,0,1,1,0,2,2,1
929,0,1,1,0,0,1,4,0,2,0,0
930,0,1,1,0,0,1,1,0,2,0,0
931,1,1,1,0,0,0,1,2,2,1,0
932,1,1,0,1,0,0,1,0,2,2,0
933,0,1,1,0,0,0,4,0,2,0,0
934,1,4,1,1,0,1,1,0,2,4,0
935,0,4,0,0,0,1,1,0,2,0,0
936,0,4,1,0,0,1,1,0,2,4,0
937,1,4,0,0,0,1,1,0,2,3,0
938,1,4,0,0,0,1,1,0,2,1,1
939,0,4,0,0,0,1,4,0,2,0,1
940,1,4,1,0,0,1,0,1,2,1,1
941,1,4,1,0,0,1,1,0,2,0,0
942,1,4,1,3,0,1,1,0,2,2,0
943,1,4,1,0,0,1,1,0,2,0,0
944,1,4,1,3,0,0,1,0,2,3,0
945,0,4,1,0,0,1,0,2,2,0,0
946,0,4,1,3,0,0,4,0,2,0,0
947,0,4,0,0,0,1,4,2,2,0,0
948,1,4,1,3,0,1,1,2,2,1,0
949,1,4,1,0,0,1,4,2,2,3,0
950,0,4,0,3,0,1,0,2,2,0,0
